姓名,性别,民族,出生年月,籍贯,现任职务,党派,代表团,学历,学位,毕业院校,专业
蒋定之,男,汉族,1954年09月,江苏溧阳,全国人大代表,中共,江苏,中央党校研究生,工程硕士,中央党校,
窦希萍,女,满族,1961年11月,辽宁北镇,全国人大代表,民盟,江苏,研究生,工学博士,水利部南京水利科学研究院河港研究所,水力学及河流动力学专业
翟虎渠,男,汉族,1950年08月,江苏涟水,全国人大农业与农村委员会委员，中国农业科学院原院长、党组书记（副部长级）,中共,江苏,研究生,遗传学博士,英国伯明翰大学遗传系,遗传学专业
樊金龙,男,汉族,1963年11月,江苏太仓,全国人大代表,中共,江苏,研究生,工商管理硕士,江苏省委党校,政治经济学专业
衡新,男,汉族,1966年08月,江苏邳州,全国人大代表,中共,江苏,大学,,江苏广播电视大学,无机化工专业
于学军,男,汉族,1958年10月,内蒙古丰镇,全国人大代表,中共,江苏,研究生,经济学博士,西安交通大学,货币银行学专业
王利平,男,汉族,1960年06月,浙江宁波,全国人大代表,中共,江苏,研究生,工商管理硕士,复旦大学,高级管理人员工商管理专业
王敏,女,汉族,1955年02月,江苏宝应,全国人大代表,中共,江苏,大学普通班,,扬州师范学院,物理系
石泰峰,男,汉族,1956年09月,山西榆社,全国人大代表,中共,江苏,研究生,硕士,,
邢定钰,男,汉族,1945年02月,江苏高淳,全国人大代表,九三学社,江苏,研究生,理学硕士,南京大学,物理系理论物理专业
曲福田,男,汉族,1962年08月,山东莱州,全国人大代表,中共,江苏,研究生,管理学博士,南京农业大学农业经济系,农业经济管理专业
朱民阳,男,汉族,1956年11月,江苏沭阳,全国人大代表,中共,江苏,研究生,工学硕士,南京理工大学,兵器系统工程系系统工程专业
朱昌耀,男,汉族,1956年04月,江苏扬州,全国人大代表,中共,江苏,大学普通班,,南京艺术学院,音乐系民族器乐专业
朱善萍,女,汉族,1956年08月,江苏扬州,全国人大代表,空,江苏,在职研究生,教育学博士,,
刘卫高,男,汉族,1968年07月,浙江义乌,全国人大代表,中共,江苏,高中,,,
刘璠,男,汉族,1957年05月,江苏南通,全国人大代表,致公党,江苏,研究生,医学博士,上海医科大学,骨外科专业
孙志军,男,汉族,1957年08月,山东莱州,全国人大常委会委员，中共中央宣传部副部长，中央文化体制改革和发展工作领导小组办公室主任,中共,江苏,大学本科,哲学硕士,武汉大学哲学系,辩证唯物主义和历史唯物主义专业
孙家广,男,汉族,1946年01月,江苏镇江,全国人大教科文卫委员会委员，中国工程院院士，清华大学信息学院院长、信息科学与技术国家实验室主任、国家企业信息化软件工程研究中心主任,中共,江苏,大学,,清华大学自动控制系,计算机专业
苏珍,女,汉族,1966年01月,江苏建湖,全国人大代表,中共,江苏,大专,,江苏广播电视大学,行政与经济管理专业
李叶红,男,汉族,1972年04月,江苏盱眙,全国人大代表,空,江苏,初中,,,
李甦雁,女,汉族,1965年09月,山东邹平,全国人大代表,中共,江苏,大学,医学硕士,南京医学院,医学系医学专业
李源潮,男,汉族,1950年11月,江苏涟水,全国人大代表,中共,江苏,中央党校研究生,法学博士,中央党校研究生部,科学社会主义专业
杨震,男,汉族,1961年11月,江苏常州,全国人大常委会委员，农工党中央副主席，南京邮电大学校长，教授、博士生导师,农工党,江苏,研究生,工学博士,上海交通大学,电子信息学院通信与信息系统专业
吴国平,男,汉族,1962年07月,江苏宜兴,全国人大代表,民进,江苏,大学,法学学士,西北工业大学,思想政治教育专业
何达平,男,汉族,1945年07月,江苏如东,全国人大代表,中共,江苏,中专,,苏州电力学校,热动专业
邹建平,男,汉族,1955年01月,江苏无锡,全国人大代表,民革,江苏,研究生,文学硕士,南京艺术学院,音乐系作曲及作曲理论专业
沈健,男,汉族,1957年04月,浙江奉化,全国人大代表,中共,江苏,大学,工学博士,南京大学,化学系高分子合成材料专业
张红,女,汉族,1963年09月,浙江嘉兴,全国人大代表,民盟,江苏,研究生,工学博士,南京化工学院化工机械系,化工机械专业
张艳,女,汉族,1952年08月,江苏新沂,全国人大代表,中共,江苏,研究生,,江苏省委党校,政治经济学专业
陈云华,男,汉族,1952年12月,江苏建湖,全国人大代表,中共,江苏,大专,,盐城师范专科学校,中文科
陈绍泽,男,汉族,1955年11月,江苏盱眙,全国人大代表,中共,江苏,大学,,中央党校函授学院,经济管理专业
陈蒙蒙,男,汉族,1960年08月,江苏滨海,全国人大代表,中共,江苏,研究生,经济学博士,南京大学商学院,世界经济专业
陈鑫,男,汉族,1963年02月,江苏靖江,全国人大代表,中共,江苏,研究生,医学博士,南京医学院,临床医学系心胸外科专业
林志梅,女,汉族,1957年03月,江苏如东,全国人大代表,中共,江苏,研究生,,中央党校,法学理论专业
罗进,女,汉族,1976年12月,陕西城固,全国人大代表,农工党,江苏,研究生,理学博士,第四军医大学,生物化学与分子生物学专业
周乃翔,男,汉族,1961年12月,江苏宜兴,全国人大代表,中共,江苏,研究生,,江苏省委党校,政治经济学专业
周易,男,汉族,1969年03月,江苏海安,全国人大代表,中共,江苏,大学,工学学士,南京邮电学院计算机系,计算机通信专业
周善红,男,汉族,1968年08月,江苏扬州,全国人大代表,中共,江苏,大学,,潍坊学院成人教育学院,企业管理专业
赵亚夫,男,汉族,1941年04月,江苏常州,全国人大代表,中共,江苏,大专,,江苏宜兴农林学院农学系,农学专业
昝圣达,男,汉族,1963年04月,江苏南通,全国人大代表,中共,江苏,大专,工商管理硕士,清华大学,高级管理人员工商管理专业
姚晓东,男,汉族,1962年04月,江苏镇江,全国人大代表,中共,江苏,研究生,管理学博士,南京农业大学,土地资源管理专业
袁寿其,男,汉族,1963年04月,上海,全国人大代表,中共,江苏,研究生,工学博士,江苏理工大学农机学院,农业机械设计制造专业
钱海鑫,男,汉族,1955年01月,江苏无锡,全国人大代表,九三学社,江苏,研究生,医学硕士,苏州医学院,外科学专业
徐长江,男,汉族,1951年07月,江苏南通,全国人大代表,中共,江苏,高中,,,
徐鸣,男,汉族,1956年05月,江苏无锡,全国人大代表,中共,江苏,研究生,,中央党校研究生院,在职研究生班法学专业
徐镜人,男,汉族,1944年09月,江苏泰州,全国人大代表,中共,江苏,高中,,,
高毅进,男,汉族,1964年11月,江苏扬州,全国人大代表,民建,江苏,大专,,扬州职工大学,装潢美术设计专业
崔向群,女,汉族,1951年12月,山东博兴,全国人大代表,中共,江苏,研究生,理学博士,中国科学院南京天文仪器厂,天文仪器总体设计专业
崔铁军,男,汉族,1965年09月,河北滦平,全国人大代表,空,江苏,研究生,工学博士,西安电子科技大学微波电信工程系,电磁场与微波技术专业
蒋宇霞,女,汉族,1967年09月,江苏南京,全国人大代表,空,江苏,大专,,江苏省中小学教师自学考试,学前教育专业
蒋婉求,女,汉族,1954年12月,湖南祁阳,全国人大代表,民盟,江苏,大学,,江苏省高等教育自学考试,汉语言文学专业
蔡昉,男,汉族,1956年09月,江西萍乡,全国人大常委会委员、全国人大农业与农村委员会委员，中国社会科学院副院长、党组成员,中共,江苏,研究生,博士,中国社会科学院研究生院,农村发展专业
缪协兴,男,汉族,1959年08月,江苏江阴,全国人大代表,民盟,江苏,研究生,工学博士,中国矿业大学北京研究生部,矿山工程力学专业
颜开,男,汉族,1962年08月,浙江温岭,全国人大代表,九三学社,江苏,研究生,工学硕士,中国舰船研究院,水动力学专业
戴雅萍,女,汉族,1962年09月,江苏丹阳,全国人大代表,中共,江苏,研究生,工学硕士,南京工学院土木工程系,结构工程专业
王广基,男,汉族,1953年04月,江苏扬州,全国人大代表,中共,江苏,研究生,理学博士,新西兰奥塔戈大学药学院,
王明伟,男,汉族,1963年10月,江苏涟水,全国人大代表,中共,江苏,研究生,法学硕士,北京大学国际政治系,国际政治专业
王静成,男,汉族,1963年06月,江苏泰兴,全国人大代表,民革,江苏,大学,医学学士,南通医学院医学系,航海医学专业
史和平,男,汉族,1955年02月,江苏溧阳,全国人大代表,中共,江苏,大学,管理学硕士,江苏大学工商学院,管理科学与工程专业
权太琦,女,汉族,1984年10月,江苏徐州,全国人大代表,中共,江苏,大专,,钟山职业技术学院,电子商务专业
朱平,男,汉族,1963年05月,江苏扬州,全国人大代表,中共,江苏,研究生,工学博士,中国石油大学,油气井工程专业
朱克江,男,汉族,1957年09月,江苏淮安,全国人大代表,中共,江苏,研究生,管理学博士,南京大学,商学院企业管理专业
朱虹,女,汉族,1986年02月,江苏无锡,全国人大代表,中共,江苏,大学,,中央广播电视大学,工商管理专业
乔晓阳,男,汉族,1945年11月,湖北大冶,全国人大常委会委员、全国人大法律委员会主任委员,中共,江苏,大学,,北京语言学院外语系,西班牙语专业
刘玲,女,汉族,1968年07月,江苏阜宁,全国人大代表,农工党,江苏,大学,,华东政法学院,法学专业
闫丽娟,女,汉族,1964年07月,黑龙江双城,全国人大代表,空,江苏,研究生,工商管理硕士,上海交通大学,高级管理人员工商管理专业
孙秀芳,女,汉族,1954年02月,江苏海安,全国人大代表,空,江苏,高中,,,
孙飘扬,男,汉族,1958年09月,江苏金湖,全国人大代表,中共,江苏,研究生,理学博士,南京大学化学化工学院,有机化学专业
杜国玲,女,汉族,1953年03月,山东莱州,全国人大代表,中共,江苏,研究生,,江苏省委党校,政治经济学专业
李生,男,汉族,1964年08月,江苏沭阳,全国人大代表,中共,江苏,大学,,中央党校函授学院,法律专业
李晴,男,汉族,1972年03月,江苏徐州,全国人大代表,中共,江苏,大学,工程硕士,兰州大学，复旦大学,法学专业，软件工程专业
杨省世,男,汉族,1965年01月,陕西户县,全国人大代表,中共,江苏,研究生,工学博士,长安大学,交通运输规划与管理专业
肖伟,男,汉族,1959年10月,山东昌乐,全国人大代表,中共,江苏,研究生,医学博士,南京中医药大学,中药学专业
吴晓蓓,女,汉族,1958年08月,四川绵阳,全国人大代表,致公党,江苏,研究生,工学硕士,华东工学院,自动控制专业
何健忠,男,汉族,1959年05月,江苏泰兴,全国人大代表,中共,江苏,中专,,中华会计函授学校,会计专业
沙家豪,男,回族,1959年05月,江苏南京,全国人大代表,农工党,江苏,研究生,理学博士,南京师范大学,生命科学院动物学专业
张卫国,男,汉族,1953年10月,江苏常州,全国人大代表,中共,江苏,研究生,管理学博士,同济大学,经济管理学院管理科学与工程专业
张国华,男,汉族,1964年11月,江苏苏州,全国人大代表,中共,江苏,大学,理学学士,南京师范大学,生物系
陆亚萍,女,汉族,1955年09月,江苏海门,全国人大代表,空,江苏,大专,,中央党校函授学院,经济管理专业
陈丽芬,女,汉族,1959年07月,江苏江阴,全国人大代表,中共,江苏,省委党校大学,,江苏省委党校,经济管理专业
陈家宝,男,汉族,1949年09月,江苏东台,全国人大代表,中共,江苏,研究生,,中央党校,经济学专业
陈锦石,男,汉族,1962年10月,江苏海门,全国人大代表,中共,江苏,大专,工商管理硕士,复旦大学,高级管理人员工商管理专业
武继军,男,汉族,1962年09月,江苏高淳,全国人大代表,中共,江苏,大学,,江苏省南京市委党校,经济管理专业
林祥国,男,汉族,1950年08月,江苏赣榆,全国人大代表,中共,江苏,大学普通班,,徐州师范学院,理化系物理专业
罗志军,男,汉族,1951年11月,辽宁凌源,中共十八届中央委员，全国人大环境与资源保护委员会副主任委员（正部长级）,中共,江苏,研究生,法学硕士,中国政法大学政治学与行政管理系,政治学专业
周立成,男,汉族,1964年03月,江苏常州,全国人大代表,中共,江苏,高中,,,
周学东,男,汉族,1967年02月,宁夏平罗,全国人大代表,中共,江苏,大学,工商管理硕士,中国地质大学地球化学系,地球化学与勘探专业
单业才,男,汉族,1966年10月,山东桓台,全国人大代表,中共,江苏,研究生,工学博士,华中科技大学,电力系统及其自动化专业
胡玫,女,汉族,1958年09月,江苏沛县,全国人大代表,空,江苏,大学,,北京电影学院导演系,导演专业
姜曦晖,男,汉族,1957年06月,江苏丹阳,全国人大代表,中共,江苏,大学,,南京理工大学人文与社会科学学院,管理工程专业
秦光蔚,女,汉族,1963年07月,上海,全国人大代表,中共,江苏,中专,农业推广硕士,江苏省盐城农业学校,农学专业
顾云岭,男,汉族,1964年10月,江苏建湖,全国人大代表,中共,江苏,研究生,,江苏省委党校,政治经济学专业
